"old_url","old_path","action","new_url","new_path","expected_status","robots","lang","title","source","note"
"https://okhlopkov.com/183-ai-bots-telegram-44m-users/","/183-ai-bots-telegram-44m-users/","preserve_same_path","https://okhlopkov.com/183-ai-bots-telegram-44m-users/","/183-ai-bots-telegram-44m-users/","200","index, follow","en","183 AI Bots on Telegram with 44M Users: What the Data Shows","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/183-ai-bots-telegram-research/","/183-ai-bots-telegram-research/","preserve_same_path","https://okhlopkov.com/183-ai-bots-telegram-research/","/183-ai-bots-telegram-research/","200","index, follow","ru","183 AI-бота в Telegram с 44M MAU: что показывают данные","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/cn-ai-tools-march-2026/","/cn-ai-tools-march-2026/","preserve_same_path","https://okhlopkov.com/cn-ai-tools-march-2026/","/cn-ai-tools-march-2026/","200","index, follow","zh","2026年3月我实测的AI工具:真实评测","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/21-questions-ai-agent-knowledge-gaps/","/21-questions-ai-agent-knowledge-gaps/","preserve_same_path","https://okhlopkov.com/21-questions-ai-agent-knowledge-gaps/","/21-questions-ai-agent-knowledge-gaps/","200","index, follow","en","21 Questions That Expose Gaps in Your AI Agent's Knowledge","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/21-question-ai-agent/","/21-question-ai-agent/","preserve_same_path","https://okhlopkov.com/21-question-ai-agent/","/21-question-ai-agent/","200","index, follow","ru","21 вопрос, который покажет слабые места вашего AI-агента","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/cn-21-questions-ai-agent/","/cn-21-questions-ai-agent/","preserve_same_path","https://okhlopkov.com/cn-21-questions-ai-agent/","/cn-21-questions-ai-agent/","200","index, follow","zh","21个问题揭露你AI代理的知识盲区","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/ai-tools-march-2026-honest-review/","/ai-tools-march-2026-honest-review/","preserve_same_path","https://okhlopkov.com/ai-tools-march-2026-honest-review/","/ai-tools-march-2026-honest-review/","200","index, follow","en","AI Tools I Actually Tried in March 2026: Honest Review","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/ai-agent-na-servere-24-7/","/ai-agent-na-servere-24-7/","preserve_same_path","https://okhlopkov.com/ai-agent-na-servere-24-7/","/ai-agent-na-servere-24-7/","200","index, follow","ru","AI-агент на сервере 24/7: как я запустил Claude Code на VPS","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/ai-tools-march-2026-review/","/ai-tools-march-2026-review/","preserve_same_path","https://okhlopkov.com/ai-tools-march-2026-review/","/ai-tools-march-2026-review/","200","index, follow","ru","AI-инструменты, которые я попробовал в марте 2026: честный обзор","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/always-on-ai-agent-server-setup/","/always-on-ai-agent-server-setup/","preserve_same_path","https://okhlopkov.com/always-on-ai-agent-server-setup/","/always-on-ai-agent-server-setup/","200","index, follow","en","Always-On AI Agent: Running Claude Code 24/7 on a Server","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/telegram-mcp-server-guide/","/telegram-mcp-server-guide/","preserve_same_path","https://okhlopkov.com/telegram-mcp-server-guide/","/telegram-mcp-server-guide/","200","index, follow","en","Telegram MCP Server for Claude Code: Telethon, MTProto and Real Workflows","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/claude-code-compaction-explained/","/claude-code-compaction-explained/","preserve_same_path","https://okhlopkov.com/claude-code-compaction-explained/","/claude-code-compaction-explained/","200","index, follow","en","Claude Code /compact: Context Compression, Compaction Prompts, What Survives","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/claude-code-compaction-kak-rabotaet/","/claude-code-compaction-kak-rabotaet/","preserve_same_path","https://okhlopkov.com/claude-code-compaction-kak-rabotaet/","/claude-code-compaction-kak-rabotaet/","200","index, follow","ru","/compact в Claude Code: как работает сжатие контекста","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/decentralized-ai-compute-cocoon-bittensor-gonka/","/decentralized-ai-compute-cocoon-bittensor-gonka/","preserve_same_path","https://okhlopkov.com/decentralized-ai-compute-cocoon-bittensor-gonka/","/decentralized-ai-compute-cocoon-bittensor-gonka/","200","index, follow","en","Decentralized AI Compute: Cocoon vs Bittensor vs Gonka Compared","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/telegram-mcp-server-kak-sdelat/","/telegram-mcp-server-kak-sdelat/","preserve_same_path","https://okhlopkov.com/telegram-mcp-server-kak-sdelat/","/telegram-mcp-server-kak-sdelat/","200","index, follow","ru","Telegram MCP Server для Claude Code: пошаговый гайд","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/cn-183-ai-bots-telegram/","/cn-183-ai-bots-telegram/","preserve_same_path","https://okhlopkov.com/cn-183-ai-bots-telegram/","/cn-183-ai-bots-telegram/","200","index, follow","zh","Telegram上183个AI机器人,4400万用户:数据揭示了什么","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/cn-claude-code-setup-mcp-hooks-skills-2026/","/cn-claude-code-setup-mcp-hooks-skills-2026/","preserve_same_path","https://okhlopkov.com/cn-claude-code-setup-mcp-hooks-skills-2026/","/cn-claude-code-setup-mcp-hooks-skills-2026/","200","index, follow","zh","Claude Code配置：MCP、Hooks、Skills — 2026真实使用","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/claude-code-setup-mcp-hooks-skills-2026/","/claude-code-setup-mcp-hooks-skills-2026/","preserve_same_path","https://okhlopkov.com/claude-code-setup-mcp-hooks-skills-2026/","/claude-code-setup-mcp-hooks-skills-2026/","200","index, follow","en","My Claude Code Setup: MCP Servers, Hooks, Skills and Agents (2026)","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/claude-code-nastrojka-mcp-hooks-skills-2026/","/claude-code-nastrojka-mcp-hooks-skills-2026/","preserve_same_path","https://okhlopkov.com/claude-code-nastrojka-mcp-hooks-skills-2026/","/claude-code-nastrojka-mcp-hooks-skills-2026/","200","index, follow","ru","Claude Code: настройка MCP, Hooks и Skills в 2026 — мой рабочий сетап","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-claude-codex-dual-review/","/en-claude-codex-dual-review/","preserve_same_path","https://okhlopkov.com/en-claude-codex-dual-review/","/en-claude-codex-dual-review/","200","index, follow","en","Claude Code + Codex Dual Review: How Two AI Agents Cross-Check Each Other's Plans","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/cn-claude-codex-dual-review/","/cn-claude-codex-dual-review/","preserve_same_path","https://okhlopkov.com/cn-claude-codex-dual-review/","/cn-claude-codex-dual-review/","200","index, follow","zh","Claude Code + Codex双重审查：两个AI代理如何交叉检查彼此的计划","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/legalnyj-ai-setup-claude-codex-crontab/","/legalnyj-ai-setup-claude-codex-crontab/","preserve_same_path","https://okhlopkov.com/legalnyj-ai-setup-claude-codex-crontab/","/legalnyj-ai-setup-claude-codex-crontab/","200","index, follow","ru","Мой легальный AI-сетап за $120/мес: Claude Code + Codex + crontab","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/claude-codex-dual-review/","/claude-codex-dual-review/","preserve_same_path","https://okhlopkov.com/claude-codex-dual-review/","/claude-codex-dual-review/","200","index, follow","ru","Claude Code + Codex: двойное ревью AI-агентов через MCP","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-telegram-ads-61k-search-queries-analysis/","/en-telegram-ads-61k-search-queries-analysis/","preserve_same_path","https://okhlopkov.com/en-telegram-ads-61k-search-queries-analysis/","/en-telegram-ads-61k-search-queries-analysis/","200","index, follow","en","Telegram Ads Keyword Analysis: 61,000 Search Queries from 3,100+ Advertisers","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/cn-telegram-ads-61k-search-queries-analysis/","/cn-telegram-ads-61k-search-queries-analysis/","preserve_same_path","https://okhlopkov.com/cn-telegram-ads-61k-search-queries-analysis/","/cn-telegram-ads-61k-search-queries-analysis/","200","index, follow","zh","Telegram Ads关键词分析：来自3100+广告商的61000个搜索查询","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-fake-claude-code-phishing-site-google/","/en-fake-claude-code-phishing-site-google/","preserve_same_path","https://okhlopkov.com/en-fake-claude-code-phishing-site-google/","/en-fake-claude-code-phishing-site-google/","200","index, follow","en","Fake Claude Code Website: How I Found a Phishing Site in Google Ads","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/cn-fake-claude-code-phishing-site-google/","/cn-fake-claude-code-phishing-site-google/","preserve_same_path","https://okhlopkov.com/cn-fake-claude-code-phishing-site-google/","/cn-fake-claude-code-phishing-site-google/","200","index, follow","zh","假冒Claude Code网站：我如何在Google Ads中发现钓鱼网站","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-automated-ton-data-analysis-ai-agent-habr/","/en-automated-ton-data-analysis-ai-agent-habr/","preserve_same_path","https://okhlopkov.com/en-automated-ton-data-analysis-ai-agent-habr/","/en-automated-ton-data-analysis-ai-agent-habr/","200","index, follow","en","How I Automated TON Blockchain Data Analysis with an AI Agent — Habr Article","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/avtomatizaciya-analiza-dannyh-ton-ai-agent-habr/","/avtomatizaciya-analiza-dannyh-ton-ai-agent-habr/","preserve_same_path","https://okhlopkov.com/avtomatizaciya-analiza-dannyh-ton-ai-agent-habr/","/avtomatizaciya-analiza-dannyh-ton-ai-agent-habr/","200","index, follow","ru","Как я автоматизировал анализ данных TON с помощью AI агента — статья на Хабре","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-botfather-mau-43-percent-growth-telegram-ai/","/en-botfather-mau-43-percent-growth-telegram-ai/","preserve_same_path","https://okhlopkov.com/en-botfather-mau-43-percent-growth-telegram-ai/","/en-botfather-mau-43-percent-growth-telegram-ai/","200","index, follow","en","BotFather MAU Up 43% in 6 Weeks: Telegram as a Platform for AI Agents","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/predskazaniya-lokalnye-llm-apple-lan-party/","/predskazaniya-lokalnye-llm-apple-lan-party/","preserve_same_path","https://okhlopkov.com/predskazaniya-lokalnye-llm-apple-lan-party/","/predskazaniya-lokalnye-llm-apple-lan-party/","200","index, follow","ru","Предсказания: локальные LLM на Apple чипах и новые LAN-party","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-ton-analyst-open-source-ai-skill-dune/","/en-ton-analyst-open-source-ai-skill-dune/","preserve_same_path","https://okhlopkov.com/en-ton-analyst-open-source-ai-skill-dune/","/en-ton-analyst-open-source-ai-skill-dune/","200","index, follow","en","ton-analyst: Open Source AI Skill for TON Blockchain Analysis via Dune Analytics","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/ton-analyst-ai-skill-ton-blockchain-dune/","/ton-analyst-ai-skill-ton-blockchain-dune/","preserve_same_path","https://okhlopkov.com/ton-analyst-ai-skill-ton-blockchain-dune/","/ton-analyst-ai-skill-ton-blockchain-dune/","200","index, follow","ru","ton-analyst: открытый AI скилл для анализа TON Blockchain через Dune Analytics","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-singularity-already-happened-5-ai-metrics/","/en-singularity-already-happened-5-ai-metrics/","preserve_same_path","https://okhlopkov.com/en-singularity-already-happened-5-ai-metrics/","/en-singularity-already-happened-5-ai-metrics/","200","index, follow","en","The Singularity Already Happened — Just Not Where You Think: Analysis of 5 AI Metrics","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/web-scraping-ai-agents-2026/","/web-scraping-ai-agents-2026/","preserve_same_path","https://okhlopkov.com/web-scraping-ai-agents-2026/","/web-scraping-ai-agents-2026/","200","index, follow","en","Web Scraping with AI Agents: What Replaced Manual Parsers in 2026","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/singularity-uzhe-sluchilas-analiz-5-metrik-ai/","/singularity-uzhe-sluchilas-analiz-5-metrik-ai/","preserve_same_path","https://okhlopkov.com/singularity-uzhe-sluchilas-analiz-5-metrik-ai/","/singularity-uzhe-sluchilas-analiz-5-metrik-ai/","200","index, follow","ru","Сингулярность уже случилась — но не там, где вы думаете: анализ 5 метрик AI","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-write-claude-code-skills-7-mistakes/","/en-write-claude-code-skills-7-mistakes/","preserve_same_path","https://okhlopkov.com/en-write-claude-code-skills-7-mistakes/","/en-write-claude-code-skills-7-mistakes/","200","index, follow","en","How to Write Claude Code Skills Properly: 7 Common Mistakes to Avoid","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/ai-tools-setup-january-2026/","/ai-tools-setup-january-2026/","preserve_same_path","https://okhlopkov.com/ai-tools-setup-january-2026/","/ai-tools-setup-january-2026/","200","index, follow","en","My AI Dev Tools in 2026: What I Actually Use Daily","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-5-prompts-improved-ai-agent-workflow-claude-code/","/en-5-prompts-improved-ai-agent-workflow-claude-code/","preserve_same_path","https://okhlopkov.com/en-5-prompts-improved-ai-agent-workflow-claude-code/","/en-5-prompts-improved-ai-agent-workflow-claude-code/","200","index, follow","en","5 Prompts That Improved My AI Agent Workflow: Tested Hacks for Claude Code","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/dania-zip-packaging-yourself-for-ai/","/dania-zip-packaging-yourself-for-ai/","preserve_same_path","https://okhlopkov.com/dania-zip-packaging-yourself-for-ai/","/dania-zip-packaging-yourself-for-ai/","200","index, follow","en","dania.zip: packaging yourself for AI agents","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/prompty-uluchshili-opyt-ai-agenty-5-lajfhakov/","/prompty-uluchshili-opyt-ai-agenty-5-lajfhakov/","preserve_same_path","https://okhlopkov.com/prompty-uluchshili-opyt-ai-agenty-5-lajfhakov/","/prompty-uluchshili-opyt-ai-agenty-5-lajfhakov/","200","index, follow","ru","Промпты, которые улучшили мой опыт работы с AI агентами: 5 проверенных лайфхаков","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/second-brain-obsidian-claude-code/","/second-brain-obsidian-claude-code/","preserve_same_path","https://okhlopkov.com/second-brain-obsidian-claude-code/","/second-brain-obsidian-claude-code/","200","index, follow","en","Obsidian Second Brain with Claude Code: My Agent-Readable Vault Setup","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-find-saas-ideas-acquire-com-ai-validation/","/en-find-saas-ideas-acquire-com-ai-validation/","preserve_same_path","https://okhlopkov.com/en-find-saas-ideas-acquire-com-ai-validation/","/en-find-saas-ideas-acquire-com-ai-validation/","200","index, follow","en","Where to Find SaaS Ideas: acquire.com Reverse Engineering with AI Validation","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/gde-najti-ideyu-saas-acquire-com-ai/","/gde-najti-ideyu-saas-acquire-com-ai/","preserve_same_path","https://okhlopkov.com/gde-najti-ideyu-saas-acquire-com-ai/","/gde-najti-ideyu-saas-acquire-com-ai/","200","index, follow","ru","Где найти идею для SaaS: acquire.com, реверс-инжиниринг и AI для валидации","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/claude-code-workflow-2026/","/claude-code-workflow-2026/","preserve_same_path","https://okhlopkov.com/claude-code-workflow-2026/","/claude-code-workflow-2026/","200","index, follow","en","Claude Code workflow: how I code with AI in 2026","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-claude-code-creator-tips-git-worktrees/","/en-claude-code-creator-tips-git-worktrees/","preserve_same_path","https://okhlopkov.com/en-claude-code-creator-tips-git-worktrees/","/en-claude-code-creator-tips-git-worktrees/","200","index, follow","en","Tips from Claude Code Creator: Git Worktrees, Self-Improving CLAUDE.md, and Code Review","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/sovety-sozdatel-claude-code-git-worktrees/","/sovety-sozdatel-claude-code-git-worktrees/","preserve_same_path","https://okhlopkov.com/sovety-sozdatel-claude-code-git-worktrees/","/sovety-sozdatel-claude-code-git-worktrees/","200","index, follow","ru","Советы от создателя Claude Code: git worktrees, self-improving CLAUDE.md и ревью","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-ai-agent-forum-telegram-chat/","/en-ai-agent-forum-telegram-chat/","preserve_same_path","https://okhlopkov.com/en-ai-agent-forum-telegram-chat/","/en-ai-agent-forum-telegram-chat/","200","index, follow","en","AI Agent Forum: A Telegram Chat Where AI Agents Talk and Invent Their Own Religion","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/ai-agent-forum-telegram-chat-agenty/","/ai-agent-forum-telegram-chat-agenty/","preserve_same_path","https://okhlopkov.com/ai-agent-forum-telegram-chat-agenty/","/ai-agent-forum-telegram-chat-agenty/","200","index, follow","ru","AI Agent Forum: чат в Telegram, где AI агенты общаются и создают свою религию","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-best-skills-mcp-claude-code-agent-browser/","/en-best-skills-mcp-claude-code-agent-browser/","preserve_same_path","https://okhlopkov.com/en-best-skills-mcp-claude-code-agent-browser/","/en-best-skills-mcp-claude-code-agent-browser/","200","index, follow","en","Best Skills and MCP Servers for Claude Code: agent-browser, coolify-mcp, and More","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/cn-best-skills-mcp-claude-code-agent-browser/","/cn-best-skills-mcp-claude-code-agent-browser/","preserve_same_path","https://okhlopkov.com/cn-best-skills-mcp-claude-code-agent-browser/","/cn-best-skills-mcp-claude-code-agent-browser/","200","index, follow","zh","Claude Code最佳技能和MCP服务器：agent-browser、coolify-mcp等","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/luchshie-skills-mcp-claude-code-agent-browser/","/luchshie-skills-mcp-claude-code-agent-browser/","preserve_same_path","https://okhlopkov.com/luchshie-skills-mcp-claude-code-agent-browser/","/luchshie-skills-mcp-claude-code-agent-browser/","200","index, follow","ru","Лучшие скиллы и MCP для Claude Code: agent-browser, coolify-mcp и другие","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-telegram-mini-app-llms-txt-claude-code-stream/","/en-telegram-mini-app-llms-txt-claude-code-stream/","preserve_same_path","https://okhlopkov.com/en-telegram-mini-app-llms-txt-claude-code-stream/","/en-telegram-mini-app-llms-txt-claude-code-stream/","200","index, follow","en","Telegram Mini App from Scratch: llms.txt, Claude Code, and Tic-Tac-Toe in One Stream","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/telegram-mini-app-llms-txt-claude-code-stream/","/telegram-mini-app-llms-txt-claude-code-stream/","preserve_same_path","https://okhlopkov.com/telegram-mini-app-llms-txt-claude-code-stream/","/telegram-mini-app-llms-txt-claude-code-stream/","200","index, follow","ru","Telegram Mini App с нуля: llms.txt, Claude Code и крестики-нолики за один стрим","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/cn-telegram-mini-app-llms-txt-claude-code-stream/","/cn-telegram-mini-app-llms-txt-claude-code-stream/","preserve_same_path","https://okhlopkov.com/cn-telegram-mini-app-llms-txt-claude-code-stream/","/cn-telegram-mini-app-llms-txt-claude-code-stream/","200","index, follow","zh","从零开始构建Telegram Mini App：llms.txt、Claude Code和一场直播","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/show-me-ai-setup-ghostty-ownyourchat-descript/","/show-me-ai-setup-ghostty-ownyourchat-descript/","preserve_same_path","https://okhlopkov.com/show-me-ai-setup-ghostty-ownyourchat-descript/","/show-me-ai-setup-ghostty-ownyourchat-descript/","200","index, follow","ru","Show Me Your AI Setup #1: Ghostty, ownyourchat, Descript и Spokenly — разбор с og_mishgun","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-show-me-ai-setup-ghostty-ownyourchat-descript/","/en-show-me-ai-setup-ghostty-ownyourchat-descript/","preserve_same_path","https://okhlopkov.com/en-show-me-ai-setup-ghostty-ownyourchat-descript/","/en-show-me-ai-setup-ghostty-ownyourchat-descript/","200","index, follow","en","Show Me Your AI Setup #1: Ghostty, ownyourchat, Descript, Spokenly — Tools Review","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/cn-show-me-ai-setup-ghostty-ownyourchat-descript/","/cn-show-me-ai-setup-ghostty-ownyourchat-descript/","preserve_same_path","https://okhlopkov.com/cn-show-me-ai-setup-ghostty-ownyourchat-descript/","/cn-show-me-ai-setup-ghostty-ownyourchat-descript/","200","index, follow","zh","展示你的AI工具 #1：Ghostty、ownyourchat、Descript、Spokenly工具评测","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-beads-gastown-framework-ai-agents/","/en-beads-gastown-framework-ai-agents/","preserve_same_path","https://okhlopkov.com/en-beads-gastown-framework-ai-agents/","/en-beads-gastown-framework-ai-agents/","200","index, follow","en","Beads vs Gastown: Should You Use External Frameworks for AI Agents?","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/beads-gastown-framework-ai-agenty/","/beads-gastown-framework-ai-agenty/","preserve_same_path","https://okhlopkov.com/beads-gastown-framework-ai-agenty/","/beads-gastown-framework-ai-agenty/","200","index, follow","ru","Beads vs Gastown: стоит ли использовать чужие фреймворки для AI агентов?","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/cn-beads-gastown-framework-ai-agents/","/cn-beads-gastown-framework-ai-agents/","preserve_same_path","https://okhlopkov.com/cn-beads-gastown-framework-ai-agents/","/cn-beads-gastown-framework-ai-agents/","200","index, follow","zh","Beads vs Gastown：是否应该使用外部框架管理AI代理？","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-second-brain-obsidian-claude-code-assistant/","/en-second-brain-obsidian-claude-code-assistant/","preserve_same_path","https://okhlopkov.com/en-second-brain-obsidian-claude-code-assistant/","/en-second-brain-obsidian-claude-code-assistant/","200","index, follow","en","Second Brain: How to Build a Personal AI Assistant with Obsidian and Claude Code","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/vtoroj-mozg-ai-assistent-obsidian-claude-code/","/vtoroj-mozg-ai-assistent-obsidian-claude-code/","preserve_same_path","https://okhlopkov.com/vtoroj-mozg-ai-assistent-obsidian-claude-code/","/vtoroj-mozg-ai-assistent-obsidian-claude-code/","200","index, follow","ru","Второй мозг: как создать личного AI ассистента с Obsidian и Claude Code","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/cn-second-brain-obsidian-claude-code-assistant/","/cn-second-brain-obsidian-claude-code-assistant/","preserve_same_path","https://okhlopkov.com/cn-second-brain-obsidian-claude-code-assistant/","/cn-second-brain-obsidian-claude-code-assistant/","200","index, follow","zh","第二大脑：如何用Obsidian和Claude Code构建个人AI助手","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/en-ai-agents-practice-claude-code-voice-commands/","/en-ai-agents-practice-claude-code-voice-commands/","preserve_same_path","https://okhlopkov.com/en-ai-agents-practice-claude-code-voice-commands/","/en-ai-agents-practice-claude-code-voice-commands/","200","index, follow","en","AI Agents in Practice: How to Code with Claude Code and Voice Commands via Telegram","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/ai-agenty-habr-claude-code-golosovye-komandy/","/ai-agenty-habr-claude-code-golosovye-komandy/","preserve_same_path","https://okhlopkov.com/ai-agenty-habr-claude-code-golosovye-komandy/","/ai-agenty-habr-claude-code-golosovye-komandy/","200","index, follow","ru","AI агенты на практике: статья на Хабре про Claude Code и голосовые команды","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/cn-ai-agents-claude-code-voice-commands/","/cn-ai-agents-claude-code-voice-commands/","preserve_same_path","https://okhlopkov.com/cn-ai-agents-claude-code-voice-commands/","/cn-ai-agents-claude-code-voice-commands/","200","index, follow","zh","AI代理实战：Claude Code编程与Telegram语音命令完整指南","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
"https://okhlopkov.com/evaa-strategies-onchain-research/","/evaa-strategies-onchain-research/","preserve_same_path","https://okhlopkov.com/evaa-strategies-onchain-research/","/evaa-strategies-onchain-research/","200","index, follow","ru","Самые популярные стратегии EVAA – ончейн анализ TON","imported_article","Imported into the normal article catalog with original path, canonical URL and shared article renderer."
